"Lemma","URL","Wortart","Genus","Artikel","nur_im_Plural"
"Bluse","https://www.dwds.de/wb/Bluse","Substantiv","fem.","die","0"
"blöd","https://www.dwds.de/wb/bl%C3%B6d","Adjektiv","","","0"
"blöde","https://www.dwds.de/wb/bl%C3%B6de","Adjektiv","","","0"
"Bohne","https://www.dwds.de/wb/Bohne","Substantiv","fem.","die","0"
"braten","https://www.dwds.de/wb/braten","Verb","","","0"
"Brille","https://www.dwds.de/wb/Brille","Substantiv","fem.","die","0"
"Brücke","https://www.dwds.de/wb/Br%C3%BCcke","Substantiv","fem.","die","0"
"buchen","https://www.dwds.de/wb/buchen","Verb","","","0"
"bunt","https://www.dwds.de/wb/bunt","Adjektiv","","","0"
"Büro","https://www.dwds.de/wb/B%C3%BCro","Substantiv","neutr.","das","0"
"Cafeteria","https://www.dwds.de/wb/Cafeteria","Substantiv","fem.","die","0"
"chatten","https://www.dwds.de/wb/chatten","Verb","","","0"
"Chefin","https://www.dwds.de/wb/Chefin","Substantiv","fem.","die","0"
"Circus","https://www.dwds.de/wb/Circus","Substantiv","mask.","der","0"
"Club","https://www.dwds.de/wb/Club","Substantiv","mask.","der","0"
"Comic","https://www.dwds.de/wb/Comic","Substantiv","mask.","der","0"
"Creme","https://www.dwds.de/wb/Creme","Substantiv","fem.","die","0"
"Crème","https://www.dwds.de/wb/Cr%C3%A8me","Substantiv","fem.","die","0"
"dabei","https://www.dwds.de/wb/dabei","Pronominaladverb","","","0"
"dafür","https://www.dwds.de/wb/daf%C3%BCr","Pronominaladverb","","","0"
"dagegen","https://www.dwds.de/wb/dagegen","Pronominaladverb","","","0"
"damals","https://www.dwds.de/wb/damals","Adverb","","","0"
"Dame","https://www.dwds.de/wb/Dame","Substantiv","fem.","die","0"
"darauf","https://www.dwds.de/wb/darauf","Pronominaladverb","","","0"
"darüber","https://www.dwds.de/wb/dar%C3%BCber","Pronominaladverb","","","0"
"dass","https://www.dwds.de/wb/dass","Konjunktion","","","0"
"Datei","https://www.dwds.de/wb/Datei","Substantiv","fem.","die","0"
"denken","https://www.dwds.de/wb/denken","Verb","","","0"
"deshalb","https://www.dwds.de/wb/deshalb","Konjunktion","","","0"
"deutlich","https://www.dwds.de/wb/deutlich","Adjektiv","","","0"
"dick","https://www.dwds.de/wb/dick","Adjektiv","","","0"
"Ding","https://www.dwds.de/wb/Ding#1","Substantiv","neutr.","das","0"
"direkt","https://www.dwds.de/wb/direkt","Adjektiv","","","0"
"Disco","https://www.dwds.de/wb/Disco","Substantiv","fem.","die","0"
"Disko","https://www.dwds.de/wb/Disko","Substantiv","fem.","die","0"
"diskutieren","https://www.dwds.de/wb/diskutieren","Verb","","","0"
"doch","https://www.dwds.de/wb/doch#2","Adverb","","","0"
"dorther","https://www.dwds.de/wb/dorther","Pronominaladverb","","","0"
"dorthin","https://www.dwds.de/wb/dorthin","Pronominaladverb","","","0"
"dringend","https://www.dwds.de/wb/dringend","partizipiales Adjektiv","","","0"
"drinnen","https://www.dwds.de/wb/drinnen","Adverb","","","0"
"drüben","https://www.dwds.de/wb/dr%C3%BCben","Adverb","","","0"
"dumm","https://www.dwds.de/wb/dumm","Adjektiv","","","0"
"dunkel","https://www.dwds.de/wb/dunkel","Adjektiv","","","0"
"dünn","https://www.dwds.de/wb/d%C3%BCnn","Adjektiv","","","0"
"E-Book","https://www.dwds.de/wb/E-Book","Substantiv","neutr.","das","0"
"echt","https://www.dwds.de/wb/echt","Adjektiv","","","0"
"egal","https://www.dwds.de/wb/egal#1","Adjektiv","","","0"
"Ehepartner","https://www.dwds.de/wb/Ehepartner","Substantiv","mask.","der","0"
"eigen","https://www.dwds.de/wb/eigen","Adjektiv","","","0"
"eigentlich","https://www.dwds.de/wb/eigentlich","Adjektiv","","","0"
"ein Mal","https://www.dwds.de/wb/ein%20Mal","Adverb","","","0"
"einige","https://www.dwds.de/wb/einige","Indefinitpronomen","","","0"
"Einkaufszentrum","https://www.dwds.de/wb/Einkaufszentrum","Substantiv","neutr.","das","0"
"einmal","https://www.dwds.de/wb/einmal","Adverb","","","0"
"einpacken","https://www.dwds.de/wb/einpacken","Verb","","","0"
"eintragen","https://www.dwds.de/wb/eintragen","Verb","","","0"
"einverstanden","https://www.dwds.de/wb/einverstanden","partizipiales Adjektiv","","","0"
"einzeln","https://www.dwds.de/wb/einzeln","Adjektiv","","","0"
"einziehen","https://www.dwds.de/wb/einziehen","Verb","","","0"
"Eis","https://www.dwds.de/wb/Eis#1","Substantiv","neutr.","das","0"
"endlich","https://www.dwds.de/wb/endlich","Adverb","","","0"
"eng","https://www.dwds.de/wb/eng","Adjektiv","","","0"
"Erdgeschoss","https://www.dwds.de/wb/Erdgeschoss","Substantiv","neutr.","das","0"
"Erfahrung","https://www.dwds.de/wb/Erfahrung","Substantiv","fem.","die","0"
"erinnern","https://www.dwds.de/wb/erinnern","Verb","","","0"
"Erlaubnis","https://www.dwds.de/wb/Erlaubnis","Substantiv","fem.","die","0"
"Ermäßigung","https://www.dwds.de/wb/Erm%C3%A4%C3%9Figung","Substantiv","fem.","die","0"
"erreichen","https://www.dwds.de/wb/erreichen","Verb","","","0"
"erst","https://www.dwds.de/wb/erst","Adverb","","","0"
"etwas","https://www.dwds.de/wb/etwas","Indefinitpronomen","","","0"
"Fach","https://www.dwds.de/wb/Fach#2","Substantiv","neutr.","das","0"
"Fahrplan","https://www.dwds.de/wb/Fahrplan","Substantiv","mask.","der","0"
"fallen","https://www.dwds.de/wb/fallen","Verb","","","0"
"Fan","https://www.dwds.de/wb/Fan","Substantiv","mask.","der","0"
"fantastisch","https://www.dwds.de/wb/fantastisch","Adjektiv","","","0"
"fast","https://www.dwds.de/wb/fast","Adverb","","","0"
"faul","https://www.dwds.de/wb/faul","Adjektiv","","","0"
"Feier","https://www.dwds.de/wb/Feier","Substantiv","fem.","die","0"
"Fenster","https://www.dwds.de/wb/Fenster","Substantiv","neutr.","das","0"
"Ferien","https://www.dwds.de/wb/Ferien","Substantiv","","","1"
"Fest","https://www.dwds.de/wb/Fest","Substantiv","neutr.","das","0"
"Festival","https://www.dwds.de/wb/Festival","Substantiv","neutr.","das","0"
"fett","https://www.dwds.de/wb/fett","Adjektiv","","","0"
"fit","https://www.dwds.de/wb/fit","Adjektiv","","","0"
"fleißig","https://www.dwds.de/wb/flei%C3%9Fig","Adjektiv","","","0"
"Flohmarkt","https://www.dwds.de/wb/Flohmarkt","Substantiv","mask.","der","0"
"Flug","https://www.dwds.de/wb/Flug","Substantiv","mask.","der","0"
"Fluss","https://www.dwds.de/wb/Fluss","Substantiv","mask.","der","0"
"Fotoapparat","https://www.dwds.de/wb/Fotoapparat","Substantiv","mask.","der","0"
"fotografieren","https://www.dwds.de/wb/fotografieren","Verb","","","0"
"freiwillig","https://www.dwds.de/wb/freiwillig","Adjektiv","","","0"
"Freundin","https://www.dwds.de/wb/Freundin","Substantiv","fem.","die","0"
"freundlich","https://www.dwds.de/wb/freundlich","Adjektiv","","","0"
"frisch","https://www.dwds.de/wb/frisch","Adjektiv","","","0"
"froh","https://www.dwds.de/wb/froh","Adjektiv","","","0"
"früh","https://www.dwds.de/wb/fr%C3%BCh","Adjektiv","","","0"
"Fundsache","https://www.dwds.de/wb/Fundsache","Substantiv","fem.","die","0"
"furchtbar","https://www.dwds.de/wb/furchtbar","Adjektiv","","","0"
"fühlen","https://www.dwds.de/wb/f%C3%BChlen","Verb","","","0"
"Führerschein","https://www.dwds.de/wb/F%C3%BChrerschein","Substantiv","mask.","der","0"
"Gabel","https://www.dwds.de/wb/Gabel","Substantiv","fem.","die","0"
"ganz","https://www.dwds.de/wb/ganz","Adjektiv","","","0"
"Garage","https://www.dwds.de/wb/Garage","Substantiv","fem.","die","0"
"gefährlich","https://www.dwds.de/wb/gef%C3%A4hrlich","Adjektiv","","","0"
"Gegenteil","https://www.dwds.de/wb/Gegenteil","Substantiv","neutr.","das","0"
"gegenüber","https://www.dwds.de/wb/gegen%C3%BCber#1","Präposition","","","0"
"gegenüber","https://www.dwds.de/wb/gegen%C3%BCber#2","Adverb","","","0"
"Gehalt","https://www.dwds.de/wb/Gehalt#2","Substantiv","neutr., mask.","das","0"
"Geldbörse","https://www.dwds.de/wb/Geldb%C3%B6rse","Substantiv","fem.","die","0"
"genau","https://www.dwds.de/wb/genau","Adjektiv","","","0"
"genug","https://www.dwds.de/wb/genug","Indefinitpronomen","","","0"
"Gericht","https://www.dwds.de/wb/Gericht#1","Substantiv","neutr.","das","0"
"Gerät","https://www.dwds.de/wb/Ger%C3%A4t","Substantiv","neutr.","das","0"
"Geschichte","https://www.dwds.de/wb/Geschichte","Substantiv","fem.","die","0"
"Geschirr","https://www.dwds.de/wb/Geschirr#1","Substantiv","neutr.","das","0"
"gesund","https://www.dwds.de/wb/gesund","Adjektiv","","","0"
"Gesundheit","https://www.dwds.de/wb/Gesundheit","Substantiv","fem.","die","0"
"Gewitter","https://www.dwds.de/wb/Gewitter","Substantiv","neutr.","das","0"
"Gitarre","https://www.dwds.de/wb/Gitarre","Substantiv","fem.","die","0"
"Grippe","https://www.dwds.de/wb/Grippe","Substantiv","fem.","die","0"
"Hals","https://www.dwds.de/wb/Hals#1","Substantiv","mask.","der","0"
"Hamburger","https://www.dwds.de/wb/Hamburger#3","Substantiv","mask.","der","0"
"Handtuch","https://www.dwds.de/wb/Handtuch","Substantiv","neutr.","das","0"
"hart","https://www.dwds.de/wb/hart#1","Adjektiv","","","0"
"Hauptstadt","https://www.dwds.de/wb/Hauptstadt","Substantiv","fem.","die","0"
"Haushalt","https://www.dwds.de/wb/Haushalt","Substantiv","mask.","der","0"
"Heft","https://www.dwds.de/wb/Heft#1","Substantiv","neutr.","das","0"
"Heizung","https://www.dwds.de/wb/Heizung","Substantiv","fem.","die","0"
"heiß","https://www.dwds.de/wb/hei%C3%9F","Adjektiv","","","0"
"Hemd","https://www.dwds.de/wb/Hemd","Substantiv","neutr.","das","0"
"her","https://www.dwds.de/wb/her","Adverb","","","0"
"her-","https://www.dwds.de/wb/her-","Affix","","","0"
"heraus","https://www.dwds.de/wb/heraus","Adverb","","","0"
"herein","https://www.dwds.de/wb/herein","Adverb","","","0"
"herstellen","https://www.dwds.de/wb/herstellen#2","Verb","","","0"
"herunterladen","https://www.dwds.de/wb/herunterladen","Verb","","","0"
"Himmel","https://www.dwds.de/wb/Himmel","Substantiv","mask.","der","0"
"hin","https://www.dwds.de/wb/hin","Adverb","","","0"
"hin-","https://www.dwds.de/wb/hin-","Affix","","","0"
"hinter","https://www.dwds.de/wb/hinter#1","Präposition","","","0"
"hoffen","https://www.dwds.de/wb/hoffen","Verb","","","0"
"hoffentlich","https://www.dwds.de/wb/hoffentlich","Adverb","","","0"
"Homepage","https://www.dwds.de/wb/Homepage","Substantiv","fem.","die","0"
"Hose","https://www.dwds.de/wb/Hose","Substantiv","fem.","die","0"
"husten","https://www.dwds.de/wb/husten","Verb","","","0"
"Händetuch","https://www.dwds.de/wb/H%C3%A4ndetuch","Substantiv","neutr.","das","0"
"hängen","https://www.dwds.de/wb/h%C3%A4ngen#1","Verb","","","0"
"hängen","https://www.dwds.de/wb/h%C3%A4ngen#2","Verb","","","0"
"hässlich","https://www.dwds.de/wb/h%C3%A4sslich","Adjektiv","","","0"
"Idee","https://www.dwds.de/wb/Idee","Substantiv","fem.","die","0"
"informieren","https://www.dwds.de/wb/informieren","Verb","","","0"
"Insel","https://www.dwds.de/wb/Insel","Substantiv","fem.","die","0"
"Instrument","https://www.dwds.de/wb/Instrument","Substantiv","neutr.","das","0"
"intelligent","https://www.dwds.de/wb/intelligent","Adjektiv","","","0"
"Interesse","https://www.dwds.de/wb/Interesse","Substantiv","neutr.","das","0"
"interessieren","https://www.dwds.de/wb/interessieren","Verb","","","0"
"Interview","https://www.dwds.de/wb/Interview","Substantiv","neutr.","das","0"
"Jeans","https://www.dwds.de/wb/Jeans","Substantiv","fem.","die","0"
"jemand","https://www.dwds.de/wb/jemand","Indefinitpronomen","","","0"
"joggen","https://www.dwds.de/wb/joggen","Verb","","","0"
"Jugendherberge","https://www.dwds.de/wb/Jugendherberge","Substantiv","fem.","die","0"
"Kalender","https://www.dwds.de/wb/Kalender","Substantiv","mask.","der","0"
"kalt","https://www.dwds.de/wb/kalt","Adjektiv","","","0"
"Kamera","https://www.dwds.de/wb/Kamera","Substantiv","fem.","die","0"
"Katze","https://www.dwds.de/wb/Katze","Substantiv","fem.","die","0"
"Kaufhaus","https://www.dwds.de/wb/Kaufhaus","Substantiv","neutr.","das","0"
"Keller","https://www.dwds.de/wb/Keller","Substantiv","mask.","der","0"
"Kenntnis","https://www.dwds.de/wb/Kenntnis","Substantiv","fem.","die","0"
"Kette","https://www.dwds.de/wb/Kette","Substantiv","fem.","die","0"
"Kirche","https://www.dwds.de/wb/Kirche","Substantiv","fem.","die","0"
"klappen","https://www.dwds.de/wb/klappen","Verb","","","0"
"Klavier","https://www.dwds.de/wb/Klavier","Substantiv","neutr.","das","0"
"Kleid","https://www.dwds.de/wb/Kleid","Substantiv","neutr.","das","0"
"Klub","https://www.dwds.de/wb/Klub","Substantiv","mask.","der","0"
"klug","https://www.dwds.de/wb/klug","Adjektiv","","","0"
"Kollegin","https://www.dwds.de/wb/Kollegin","Substantiv","fem.","die","0"
"komisch","https://www.dwds.de/wb/komisch","Adjektiv","","","0"
"Kontakt","https://www.dwds.de/wb/Kontakt","Substantiv","mask.","der","0"
"kontrollieren","https://www.dwds.de/wb/kontrollieren","Verb","","","0"
"Konzert","https://www.dwds.de/wb/Konzert","Substantiv","neutr.","das","0"
"Kosmetik","https://www.dwds.de/wb/Kosmetik","Substantiv","fem.","die","0"
"kostenlos","https://www.dwds.de/wb/kostenlos","Adjektiv","","","0"
"Krankenhaus","https://www.dwds.de/wb/Krankenhaus","Substantiv","neutr.","das","0"
"Krankenkasse","https://www.dwds.de/wb/Krankenkasse","Substantiv","fem.","die","0"
"Krankheit","https://www.dwds.de/wb/Krankheit","Substantiv","fem.","die","0"
"Kredit","https://www.dwds.de/wb/Kredit#1","Substantiv","mask.","der","0"
"Kreuzung","https://www.dwds.de/wb/Kreuzung","Substantiv","fem.","die","0"
"Krimi","https://www.dwds.de/wb/Krimi","Substantiv","mask.","der","0"
"Kultur","https://www.dwds.de/wb/Kultur","Substantiv","fem.","die","0"
"Kunst","https://www.dwds.de/wb/Kunst","Substantiv","fem.","die","0"
"Käse","https://www.dwds.de/wb/K%C3%A4se","Substantiv","mask.","der","0"
"Körper","https://www.dwds.de/wb/K%C3%B6rper","Substantiv","mask.","der","0"
"kühl","https://www.dwds.de/wb/k%C3%BChl","Adjektiv","","","0"
"kündigen","https://www.dwds.de/wb/k%C3%BCndigen","Verb","","","0"
"Lampe","https://www.dwds.de/wb/Lampe#1","Substantiv","fem.","die","0"
"Landschaft","https://www.dwds.de/wb/Landschaft","Substantiv","fem.","die","0"
"langweilig","https://www.dwds.de/wb/langweilig","Adjektiv","","","0"
"Laptop","https://www.dwds.de/wb/Laptop","Substantiv","mask., neutr.","der","0"
"lassen","https://www.dwds.de/wb/lassen","Verb","","","0"
"leer","https://www.dwds.de/wb/leer","Adjektiv","","","0"
"leidtun","https://www.dwds.de/wb/leidtun","Verb","","","0"
"leihen","https://www.dwds.de/wb/leihen","Verb","","","0"
"Liebe","https://www.dwds.de/wb/Liebe","Substantiv","fem.","die","0"
"liefern","https://www.dwds.de/wb/liefern","Verb","","","0"
"Link","https://www.dwds.de/wb/Link","Substantiv","mask., neutr.","der","0"
"Lust","https://www.dwds.de/wb/Lust","Substantiv","fem.","die","0"
"Löffel","https://www.dwds.de/wb/L%C3%B6ffel","Substantiv","mask.","der","0"
"Lüge","https://www.dwds.de/wb/L%C3%BCge","Substantiv","fem.","die","0"
"lügen","https://www.dwds.de/wb/l%C3%BCgen","Verb","","","0"
"Magen","https://www.dwds.de/wb/Magen","Substantiv","mask.","der","0"
"Mail","https://www.dwds.de/wb/Mail","Substantiv","fem., neutr.","die","0"
"Mailbox","https://www.dwds.de/wb/Mailbox","Substantiv","fem.","die","0"
"mal","https://www.dwds.de/wb/mal","Adverb","","","0"
"malen","https://www.dwds.de/wb/malen","Verb","","","0"
"manch","https://www.dwds.de/wb/manch","Indefinitpronomen","","","0"
"manchmal","https://www.dwds.de/wb/manchmal","Adverb","","","0"
"Mannschaft","https://www.dwds.de/wb/Mannschaft","Substantiv","fem.","die","0"
"Mantel","https://www.dwds.de/wb/Mantel","Substantiv","mask.","der","0"
"Markt","https://www.dwds.de/wb/Markt","Substantiv","mask.","der","0"
"Medikament","https://www.dwds.de/wb/Medikament","Substantiv","neutr.","das","0"
"meinen","https://www.dwds.de/wb/meinen","Verb","","","0"
"Meinung","https://www.dwds.de/wb/Meinung","Substantiv","fem.","die","0"
"meistens","https://www.dwds.de/wb/meistens","Adverb","","","0"
"Menge","https://www.dwds.de/wb/Menge","Substantiv","fem.","die","0"
"merken","https://www.dwds.de/wb/merken","Verb","","","0"
"Messe","https://www.dwds.de/wb/Messe#1","Substantiv","fem.","die","0"
"Messer","https://www.dwds.de/wb/Messer#1","Substantiv","neutr.","das","0"
"mindestens","https://www.dwds.de/wb/mindestens","Adverb","","","0"
"Mineralwasser","https://www.dwds.de/wb/Mineralwasser","Substantiv","neutr.","das","0"
"Mitarbeiter","https://www.dwds.de/wb/Mitarbeiter","Substantiv","mask.","der","0"
"Mittagessen","https://www.dwds.de/wb/Mittagessen","Substantiv","neutr.","das","0"
"Mittel","https://www.dwds.de/wb/Mittel","Substantiv","neutr.","das","0"
"Mobiltelefon","https://www.dwds.de/wb/Mobiltelefon","Substantiv","neutr.","das","0"
"Mode","https://www.dwds.de/wb/Mode","Substantiv","fem.","die","0"
"modern","https://www.dwds.de/wb/modern#1","Adjektiv","","","0"
"Motor","https://www.dwds.de/wb/Motor","Substantiv","mask.","der","0"
"Motorroller","https://www.dwds.de/wb/Motorroller","Substantiv","mask.","der","0"
"Museum","https://www.dwds.de/wb/Museum","Substantiv","neutr.","das","0"
"Musik","https://www.dwds.de/wb/Musik","Substantiv","fem.","die","0"
"Müll","https://www.dwds.de/wb/M%C3%BCll","Substantiv","mask.","der","0"
"Mütze","https://www.dwds.de/wb/M%C3%BCtze","Substantiv","fem.","die","0"
"Nachbar","https://www.dwds.de/wb/Nachbar","Substantiv","mask.","der","0"
"Nachbarin","https://www.dwds.de/wb/Nachbarin","Substantiv","fem.","die","0"
"Nachricht","https://www.dwds.de/wb/Nachricht","Substantiv","fem.","die","0"
"nass","https://www.dwds.de/wb/nass","Adjektiv","","","0"
"Natur","https://www.dwds.de/wb/Natur","Substantiv","fem.","die","0"
"natürlich","https://www.dwds.de/wb/nat%C3%BCrlich","Adjektiv","","","0"
"nebelig","https://www.dwds.de/wb/nebelig","Adjektiv","","","0"
"neben","https://www.dwds.de/wb/neben","Präposition","","","0"
"nebenan","https://www.dwds.de/wb/nebenan","Adverb","","","0"
"neblig","https://www.dwds.de/wb/neblig","Adjektiv","","","0"
"nennen","https://www.dwds.de/wb/nennen","Verb","","","0"
"nervös","https://www.dwds.de/wb/nerv%C3%B6s","Adjektiv","","","0"
"nett","https://www.dwds.de/wb/nett","Adjektiv","","","0"
"niemand","https://www.dwds.de/wb/niemand","Indefinitpronomen","","","0"
"nirgends","https://www.dwds.de/wb/nirgends","Adverb","","","0"
"Note","https://www.dwds.de/wb/Note","Substantiv","fem.","die","0"
"notieren","https://www.dwds.de/wb/notieren","Verb","","","0"
"Notiz","https://www.dwds.de/wb/Notiz","Substantiv","fem.","die","0"
"notwendig","https://www.dwds.de/wb/notwendig","Adjektiv","","","0"
"Nudel","https://www.dwds.de/wb/Nudel","Substantiv","fem.","die","0"
"Nächste","https://www.dwds.de/wb/N%C3%A4chste","Substantiv","mask.","der","0"
"nächste","https://www.dwds.de/wb/n%C3%A4chste","Substantiv","mask.","der","0"
"Nähe","https://www.dwds.de/wb/N%C3%A4he","Substantiv","fem.","die","0"
"nützlich","https://www.dwds.de/wb/n%C3%BCtzlich","Adjektiv","","","0"
"offen","https://www.dwds.de/wb/offen","Adjektiv","","","0"
"Ohr","https://www.dwds.de/wb/Ohr","Substantiv","neutr.","das","0"
"online","https://www.dwds.de/wb/online","Adverb","","","0"
"Orange","https://www.dwds.de/wb/Orange#1","Substantiv","fem.","die","0"
"organisieren","https://www.dwds.de/wb/organisieren","Verb","","","0"
"Paar","https://www.dwds.de/wb/Paar","Substantiv","neutr.","das","0"
"paar","https://www.dwds.de/wb/paar","Indefinitpronomen","","","0"
"packen","https://www.dwds.de/wb/packen","Verb","","","0"
"Paket","https://www.dwds.de/wb/Paket","Substantiv","neutr.","das","0"
"Parfum","https://www.dwds.de/wb/Parfum","Substantiv","neutr.","das","0"
"Parfüm","https://www.dwds.de/wb/Parf%C3%BCm","Substantiv","neutr.","das","0"
"Park","https://www.dwds.de/wb/Park","Substantiv","mask.","der","0"
"parken","https://www.dwds.de/wb/parken","Verb","","","0"
"passen","https://www.dwds.de/wb/passen","Verb","","","0"
"passieren","https://www.dwds.de/wb/passieren#2","Verb","","","0"
"Passwort","https://www.dwds.de/wb/Passwort","Substantiv","neutr.","das","0"
"Person","https://www.dwds.de/wb/Person","Substantiv","fem.","die","0"
"Pferd","https://www.dwds.de/wb/Pferd","Substantiv","neutr.","das","0"
"Pflanze","https://www.dwds.de/wb/Pflanze","Substantiv","fem.","die","0"
"phantastisch","https://www.dwds.de/wb/phantastisch","Adjektiv","","","0"
"photographieren","https://www.dwds.de/wb/photographieren","Verb","","","0"
"Pizza","https://www.dwds.de/wb/Pizza","Substantiv","fem.","die","0"
"Plakat","https://www.dwds.de/wb/Plakat","Substantiv","neutr.","das","0"
"planen","https://www.dwds.de/wb/planen","Verb","","","0"
"plötzlich","https://www.dwds.de/wb/pl%C3%B6tzlich","Adjektiv","","","0"
"Portion","https://www.dwds.de/wb/Portion","Substantiv","fem.","die","0"
"Poster","https://www.dwds.de/wb/Poster#1","Substantiv","neutr., mask.","das","0"
"Postkarte","https://www.dwds.de/wb/Postkarte","Substantiv","fem.","die","0"
"praktisch","https://www.dwds.de/wb/praktisch","Adjektiv","","","0"
"preiswert","https://www.dwds.de/wb/preiswert","Adjektiv","","","0"
"privat","https://www.dwds.de/wb/privat","Adjektiv","","","0"
"pro","https://www.dwds.de/wb/pro#1","Präposition","","","0"
"probieren","https://www.dwds.de/wb/probieren","Verb","","","0"
"Produkt","https://www.dwds.de/wb/Produkt","Substantiv","neutr.","das","0"
"Programm","https://www.dwds.de/wb/Programm","Substantiv","neutr.","das","0"
"Projekt","https://www.dwds.de/wb/Projekt","Substantiv","neutr.","das","0"
"prüfen","https://www.dwds.de/wb/pr%C3%BCfen","Verb","","","0"
