"Lemma","URL","Wortart","Genus","Artikel","nur_im_Plural"
"Haus","https://www.dwds.de/wb/Haus","Substantiv","neutr.","das","0"
"Hausaufgabe","https://www.dwds.de/wb/Hausaufgabe","Substantiv","fem.","die","0"
"Hausfrau","https://www.dwds.de/wb/Hausfrau","Substantiv","fem.","die","0"
"Hausmann","https://www.dwds.de/wb/Hausmann","Substantiv","mask.","der","0"
"Heimat","https://www.dwds.de/wb/Heimat","Substantiv","fem.","die","0"
"heiraten","https://www.dwds.de/wb/heiraten","Verb","","","0"
"heißen","https://www.dwds.de/wb/hei%C3%9Fen#1","Verb","","","0"
"helfen","https://www.dwds.de/wb/helfen","Verb","","","0"
"hell","https://www.dwds.de/wb/hell","Adjektiv","","","0"
"Herbst","https://www.dwds.de/wb/Herbst","Substantiv","mask.","der","0"
"Herd","https://www.dwds.de/wb/Herd","Substantiv","mask.","der","0"
"Herr","https://www.dwds.de/wb/Herr","Substantiv","mask.","der","0"
"herzlich","https://www.dwds.de/wb/herzlich","Adjektiv","","","0"
"heut","https://www.dwds.de/wb/heut","Adverb","","","0"
"heute","https://www.dwds.de/wb/heute","Adverb","","","0"
"hier","https://www.dwds.de/wb/hier","Adverb","","","0"
"Hilfe","https://www.dwds.de/wb/Hilfe","Substantiv","fem.","die","0"
"hinten","https://www.dwds.de/wb/hinten","Adverb","","","0"
"Hobby","https://www.dwds.de/wb/Hobby","Substantiv","neutr.","das","0"
"hoch","https://www.dwds.de/wb/hoch","Adjektiv","","","0"
"Hochzeit","https://www.dwds.de/wb/Hochzeit#1","Substantiv","fem.","die","0"
"holen","https://www.dwds.de/wb/holen","Verb","","","0"
"Hotel","https://www.dwds.de/wb/Hotel","Substantiv","neutr.","das","0"
"Hund","https://www.dwds.de/wb/Hund#1","Substantiv","mask.","der","0"
"hundert","https://www.dwds.de/wb/hundert","Kardinalzahl","","","0"
"Hunger","https://www.dwds.de/wb/Hunger","Substantiv","mask.","der","0"
"Hähnchen","https://www.dwds.de/wb/H%C3%A4hnchen","Substantiv","neutr.","das","0"
"hören","https://www.dwds.de/wb/h%C3%B6ren","Verb","","","0"
"ich","https://www.dwds.de/wb/ich","Personalpronomen","","","0"
"ihm","https://www.dwds.de/wb/ihm","Personalpronomen","","","0"
"ihn","https://www.dwds.de/wb/ihn","Personalpronomen","","","0"
"ihr","https://www.dwds.de/wb/ihr#1","Personalpronomen","","","0"
"ihr","https://www.dwds.de/wb/ihr#2","Possessivpronomen","","","0"
"immer","https://www.dwds.de/wb/immer","Adverb","","","0"
"in","https://www.dwds.de/wb/in#1","Präposition","","","0"
"Information","https://www.dwds.de/wb/Information","Substantiv","fem.","die","0"
"international","https://www.dwds.de/wb/international","Adjektiv","","","0"
"Internet","https://www.dwds.de/wb/Internet","Substantiv","neutr.","das","0"
"ja","https://www.dwds.de/wb/ja","","","","0"
"Jacke","https://www.dwds.de/wb/Jacke","Substantiv","fem.","die","0"
"Jahr","https://www.dwds.de/wb/Jahr","Substantiv","neutr.","das","0"
"Januar","https://www.dwds.de/wb/Januar","Substantiv","mask.","der","0"
"jede","https://www.dwds.de/wb/jede","Indefinitpronomen","fem.","","0"
"jeder","https://www.dwds.de/wb/jeder","Indefinitpronomen","mask.","","0"
"jedes","https://www.dwds.de/wb/jedes","Indefinitpronomen","neutr.","","0"
"jetzt","https://www.dwds.de/wb/jetzt","Adverb","","","0"
"Job","https://www.dwds.de/wb/Job","Substantiv","mask.","der","0"
"Jugendliche","https://www.dwds.de/wb/Jugendliche","Substantiv","fem., mask.","die, der","0"
"Juli","https://www.dwds.de/wb/Juli","Substantiv","mask.","der","0"
"jung","https://www.dwds.de/wb/jung","Adjektiv","","","0"
"Junge","https://www.dwds.de/wb/Junge#1","Substantiv","mask.","der","0"
"Juni","https://www.dwds.de/wb/Juni","Substantiv","mask.","der","0"
"Kaffee","https://www.dwds.de/wb/Kaffee#1","Substantiv","mask.","der","0"
"kaputt","https://www.dwds.de/wb/kaputt","Adjektiv","","","0"
"Karte","https://www.dwds.de/wb/Karte","Substantiv","fem.","die","0"
"Kartoffel","https://www.dwds.de/wb/Kartoffel","Substantiv","fem.","die","0"
"Kasse","https://www.dwds.de/wb/Kasse","Substantiv","fem.","die","0"
"kaufen","https://www.dwds.de/wb/kaufen","Verb","","","0"
"kein","https://www.dwds.de/wb/kein","Indefinitpronomen","","","0"
"kennen","https://www.dwds.de/wb/kennen","Verb","","","0"
"kennen lernen","https://www.dwds.de/wb/kennen%20lernen","Verb","","","0"
"kennenlernen","https://www.dwds.de/wb/kennenlernen","Verb","","","0"
"kg","https://www.dwds.de/wb/kg","Symbol","","","0"
"Kilo","https://www.dwds.de/wb/Kilo","Substantiv","neutr.","das","0"
"Kilogramm","https://www.dwds.de/wb/Kilogramm","Substantiv","neutr.","das","0"
"Kilometer","https://www.dwds.de/wb/Kilometer","Substantiv","mask., neutr.","der","0"
"Kind","https://www.dwds.de/wb/Kind","Substantiv","neutr.","das","0"
"Kindergarten","https://www.dwds.de/wb/Kindergarten","Substantiv","mask.","der","0"
"Kino","https://www.dwds.de/wb/Kino","Substantiv","neutr.","das","0"
"Kiosk","https://www.dwds.de/wb/Kiosk","Substantiv","mask.","der","0"
"klar","https://www.dwds.de/wb/klar","Adjektiv","","","0"
"Klasse","https://www.dwds.de/wb/Klasse","Substantiv","fem.","die","0"
"Kleidung","https://www.dwds.de/wb/Kleidung","Substantiv","fem.","die","0"
"klein","https://www.dwds.de/wb/klein","Adjektiv","","","0"
"km","https://www.dwds.de/wb/km","Symbol","","","0"
"kochen","https://www.dwds.de/wb/kochen","Verb","","","0"
"Koffer","https://www.dwds.de/wb/Koffer","Substantiv","mask.","der","0"
"Kollege","https://www.dwds.de/wb/Kollege","Substantiv","mask.","der","0"
"kommen","https://www.dwds.de/wb/kommen","Verb","","","0"
"Konto","https://www.dwds.de/wb/Konto","Substantiv","neutr.","das","0"
"Kopf","https://www.dwds.de/wb/Kopf","Substantiv","mask.","der","0"
"kosten","https://www.dwds.de/wb/kosten#2","Verb","","","0"
"krank","https://www.dwds.de/wb/krank","Adjektiv","","","0"
"Kreditkarte","https://www.dwds.de/wb/Kreditkarte","Substantiv","fem.","die","0"
"kriegen","https://www.dwds.de/wb/kriegen#1","Verb","","","0"
"Kuchen","https://www.dwds.de/wb/Kuchen","Substantiv","mask.","der","0"
"Kugelschreiber","https://www.dwds.de/wb/Kugelschreiber","Substantiv","mask.","der","0"
"kulturell","https://www.dwds.de/wb/kulturell","Adjektiv","","","0"
"Kunde","https://www.dwds.de/wb/Kunde#1","Substantiv","mask.","der","0"
"Kundin","https://www.dwds.de/wb/Kundin","Substantiv","fem.","die","0"
"Kurs","https://www.dwds.de/wb/Kurs#2","Substantiv","mask.","der","0"
"kurz","https://www.dwds.de/wb/kurz","Adjektiv","","","0"
"können","https://www.dwds.de/wb/k%C3%B6nnen","Verb","","","0"
"Küche","https://www.dwds.de/wb/K%C3%BCche","Substantiv","fem.","die","0"
"Kühlschrank","https://www.dwds.de/wb/K%C3%BChlschrank","Substantiv","mask.","der","0"
"kümmern","https://www.dwds.de/wb/k%C3%BCmmern#1","Verb","","","0"
"lachen","https://www.dwds.de/wb/lachen","Verb","","","0"
"Laden","https://www.dwds.de/wb/Laden","Substantiv","mask.","der","0"
"Land","https://www.dwds.de/wb/Land","Substantiv","neutr.","das","0"
"lang","https://www.dwds.de/wb/lang#1","Adjektiv","","","0"
"lange","https://www.dwds.de/wb/lange","Adverb","","","0"
"langsam","https://www.dwds.de/wb/langsam","Adjektiv","","","0"
"laufen","https://www.dwds.de/wb/laufen","Verb","","","0"
"laut","https://www.dwds.de/wb/laut#1","Adjektiv","","","0"
"Leben","https://www.dwds.de/wb/Leben","Substantiv","neutr.","das","0"
"leben","https://www.dwds.de/wb/leben","Verb","","","0"
"Lebensmittel","https://www.dwds.de/wb/Lebensmittel","Substantiv","neutr.","das","0"
"ledig","https://www.dwds.de/wb/ledig","Adjektiv","","","0"
"legen","https://www.dwds.de/wb/legen","Verb","","","0"
"Lehrer","https://www.dwds.de/wb/Lehrer","Substantiv","mask.","der","0"
"leicht","https://www.dwds.de/wb/leicht","Adjektiv","","","0"
"leider","https://www.dwds.de/wb/leider","Adverb","","","0"
"leise","https://www.dwds.de/wb/leise","Adjektiv","","","0"
"lernen","https://www.dwds.de/wb/lernen","Verb","","","0"
"lesen","https://www.dwds.de/wb/lesen#1","Verb","","","0"
"letzt","https://www.dwds.de/wb/letzt","Adjektiv","","","0"
"Leute","https://www.dwds.de/wb/Leute","Substantiv","","","1"
"Licht","https://www.dwds.de/wb/Licht","Substantiv","neutr.","das","0"
"lieb","https://www.dwds.de/wb/lieb","Adjektiv","","","0"
"lieben","https://www.dwds.de/wb/lieben","Verb","","","0"
"lieber","https://www.dwds.de/wb/lieber","Komparativ","","","0"
"Lied","https://www.dwds.de/wb/Lied","Substantiv","neutr.","das","0"
"liegen","https://www.dwds.de/wb/liegen","Verb","","","0"
"links","https://www.dwds.de/wb/links#1","Adverb","","","0"
"Liter","https://www.dwds.de/wb/Liter","Substantiv","mask., neutr.","der, das","0"
"LKW","https://www.dwds.de/wb/LKW","Substantiv","mask.","der","0"
"Lkw","https://www.dwds.de/wb/Lkw","Substantiv","mask.","der","0"
"Lokal","https://www.dwds.de/wb/Lokal","Substantiv","neutr.","das","0"
"lustig","https://www.dwds.de/wb/lustig","Adjektiv","","","0"
"Lösung","https://www.dwds.de/wb/L%C3%B6sung","Substantiv","fem.","die","0"
"machen","https://www.dwds.de/wb/machen","Verb","","","0"
"Mai","https://www.dwds.de/wb/Mai","Substantiv","mask.","der","0"
"man","https://www.dwds.de/wb/man#1","Indefinitpronomen","","","0"
"Mann","https://www.dwds.de/wb/Mann","Substantiv","mask.","der","0"
"Maschine","https://www.dwds.de/wb/Maschine","Substantiv","fem.","die","0"
"Meer","https://www.dwds.de/wb/Meer","Substantiv","neutr.","das","0"
"mehr","https://www.dwds.de/wb/mehr","Komparativ","","","0"
"mein","https://www.dwds.de/wb/mein#1","Possessivpronomen","","","0"
"meist","https://www.dwds.de/wb/meist","Superlativ","","","0"
"Mensch","https://www.dwds.de/wb/Mensch#1","Substantiv","mask.","der","0"
"Meter","https://www.dwds.de/wb/Meter","Substantiv","mask., neutr.","der","0"
"Miete","https://www.dwds.de/wb/Miete#1","Substantiv","fem.","die","0"
"mieten","https://www.dwds.de/wb/mieten","Verb","","","0"
"Milch","https://www.dwds.de/wb/Milch","Substantiv","fem.","die","0"
"Milliarde","https://www.dwds.de/wb/Milliarde","Substantiv","fem.","die","0"
"Million","https://www.dwds.de/wb/Million","Substantiv","fem.","die","0"
"Minute","https://www.dwds.de/wb/Minute","Substantiv","fem.","die","0"
"mit","https://www.dwds.de/wb/mit#1","Präposition","","","0"
"mitbringen","https://www.dwds.de/wb/mitbringen","Verb","","","0"
"mitkommen","https://www.dwds.de/wb/mitkommen","Verb","","","0"
"mitmachen","https://www.dwds.de/wb/mitmachen","Verb","","","0"
"mitnehmen","https://www.dwds.de/wb/mitnehmen","Verb","","","0"
"Mittag","https://www.dwds.de/wb/Mittag#1","Substantiv","mask.","der","0"
"Mitte","https://www.dwds.de/wb/Mitte","Substantiv","fem.","die","0"
"Mittwoch","https://www.dwds.de/wb/Mittwoch","Substantiv","mask.","der","0"
"Mo","https://www.dwds.de/wb/Mo#1","Symbol","","","0"
"Moment","https://www.dwds.de/wb/Moment#1","Substantiv","mask.","der","0"
"Montag","https://www.dwds.de/wb/Montag","Substantiv","mask.","der","0"
"Morgen","https://www.dwds.de/wb/Morgen","Substantiv","mask.","der","0"
"morgen","https://www.dwds.de/wb/morgen","Adverb","","","0"
"Mund","https://www.dwds.de/wb/Mund#1","Substantiv","mask.","der","0"
"Mutter","https://www.dwds.de/wb/Mutter","Substantiv","fem.","die","0"
"m²","https://www.dwds.de/wb/m%C2%B2","Symbol","","","0"
"Mädchen","https://www.dwds.de/wb/M%C3%A4dchen","Substantiv","neutr.","das","0"
"männlich","https://www.dwds.de/wb/m%C3%A4nnlich","Adjektiv","","","0"
"März","https://www.dwds.de/wb/M%C3%A4rz","Substantiv","mask.","der","0"
"Möbel","https://www.dwds.de/wb/M%C3%B6bel","Substantiv","neutr.","das","0"
"mögen","https://www.dwds.de/wb/m%C3%B6gen","Verb","","","0"
"möglich","https://www.dwds.de/wb/m%C3%B6glich","Adjektiv","","","0"
"müde","https://www.dwds.de/wb/m%C3%BCde","Adjektiv","","","0"
"müssen","https://www.dwds.de/wb/m%C3%BCssen","Verb","","","0"
"nach","https://www.dwds.de/wb/nach#1","Präposition","","","0"
"Nachmittag","https://www.dwds.de/wb/Nachmittag","Substantiv","mask.","der","0"
"Name","https://www.dwds.de/wb/Name","Substantiv","mask.","der","0"
"Namen","https://www.dwds.de/wb/Namen","Substantiv","mask.","der","0"
"nehmen","https://www.dwds.de/wb/nehmen","Verb","","","0"
"nein","https://www.dwds.de/wb/nein","Partikel","","","0"
"neu","https://www.dwds.de/wb/neu","Adjektiv","","","0"
"neun","https://www.dwds.de/wb/neun","Kardinalzahl","","","0"
"neunzehn","https://www.dwds.de/wb/neunzehn","Kardinalzahl","","","0"
"neunzig","https://www.dwds.de/wb/neunzig","Kardinalzahl","","","0"
"nicht","https://www.dwds.de/wb/nicht","Adverb","","","0"
"nichts","https://www.dwds.de/wb/nichts","Indefinitpronomen","","","0"
"nie","https://www.dwds.de/wb/nie","Adverb","","","0"
"noch","https://www.dwds.de/wb/noch#1","Adverb","","","0"
"Norden","https://www.dwds.de/wb/Norden","Substantiv","mask.","der","0"
"normal","https://www.dwds.de/wb/normal","Adjektiv","","","0"
"November","https://www.dwds.de/wb/November","Substantiv","mask.","der","0"
"Nummer","https://www.dwds.de/wb/Nummer","Substantiv","fem.","die","0"
"nur","https://www.dwds.de/wb/nur","Adverb","","","0"
"nächst","https://www.dwds.de/wb/n%C3%A4chst","Superlativ","","","0"
"oben","https://www.dwds.de/wb/oben","Adverb","","","0"
"Obst","https://www.dwds.de/wb/Obst","Substantiv","neutr.","das","0"
"oder","https://www.dwds.de/wb/oder","Konjunktion","","","0"
"oft","https://www.dwds.de/wb/oft","Adverb","","","0"
"ohne","https://www.dwds.de/wb/ohne","","","","0"
"Oktober","https://www.dwds.de/wb/Oktober","Substantiv","mask.","der","0"
"Oma","https://www.dwds.de/wb/Oma","Substantiv","fem.","die","0"
"Opa","https://www.dwds.de/wb/Opa","Substantiv","mask.","der","0"
"Ordnung","https://www.dwds.de/wb/Ordnung","Substantiv","fem.","die","0"
"Ort","https://www.dwds.de/wb/Ort#1","Substantiv","mask.","der","0"
"Osten","https://www.dwds.de/wb/Osten","Substantiv","mask.","der","0"
"Papier","https://www.dwds.de/wb/Papier","Substantiv","neutr.","das","0"
"Partner","https://www.dwds.de/wb/Partner","Substantiv","mask.","der","0"
"Partnerin","https://www.dwds.de/wb/Partnerin","Substantiv","fem.","die","0"
"Party","https://www.dwds.de/wb/Party","Substantiv","fem.","die","0"
"Pass","https://www.dwds.de/wb/Pass#1","Substantiv","mask.","der","0"
"Pause","https://www.dwds.de/wb/Pause#1","Substantiv","fem.","die","0"
"Pfund","https://www.dwds.de/wb/Pfund","Substantiv","neutr.","das","0"
"Plan","https://www.dwds.de/wb/Plan#1","Substantiv","mask.","der","0"
"Platz","https://www.dwds.de/wb/Platz","Substantiv","mask.","der","0"
"Polizei","https://www.dwds.de/wb/Polizei","Substantiv","fem.","die","0"
"Pommes frites","https://www.dwds.de/wb/Pommes%20frites","Substantiv","","","1"
"Post","https://www.dwds.de/wb/Post#1","Substantiv","fem.","die","0"
"Postleitzahl","https://www.dwds.de/wb/Postleitzahl","Substantiv","fem.","die","0"
"Praktikum","https://www.dwds.de/wb/Praktikum","Substantiv","neutr.","das","0"
"Praxis","https://www.dwds.de/wb/Praxis","Substantiv","fem.","die","0"
"Preis","https://www.dwds.de/wb/Preis","Substantiv","mask.","der","0"
"Problem","https://www.dwds.de/wb/Problem","Substantiv","neutr.","das","0"
"Prospekt","https://www.dwds.de/wb/Prospekt","Substantiv","mask., neutr.","der","0"
"Prozent","https://www.dwds.de/wb/Prozent","Substantiv","neutr.","das","0"
"Prüfung","https://www.dwds.de/wb/Pr%C3%BCfung","Substantiv","fem.","die","0"
"pünktlich","https://www.dwds.de/wb/p%C3%BCnktlich","Adjektiv","","","0"
"qm","https://www.dwds.de/wb/qm","Symbol","","","0"
"Quadratmeter","https://www.dwds.de/wb/Quadratmeter","Substantiv","mask., neutr.","der","0"
"Rad fahren","https://www.dwds.de/wb/Rad%20fahren","Verb","","","0"
"rauchen","https://www.dwds.de/wb/rauchen","Verb","","","0"
"Raum","https://www.dwds.de/wb/Raum","Substantiv","mask.","der","0"
"Rechnung","https://www.dwds.de/wb/Rechnung","Substantiv","fem.","die","0"
"rechts","https://www.dwds.de/wb/rechts#1","Adverb","","","0"
"Regen","https://www.dwds.de/wb/Regen","Substantiv","mask.","der","0"
"regnen","https://www.dwds.de/wb/regnen","Verb","","","0"
"Reis","https://www.dwds.de/wb/Reis#2","Substantiv","mask.","der","0"
"Reise","https://www.dwds.de/wb/Reise","Substantiv","fem.","die","0"
"Reisebüro","https://www.dwds.de/wb/Reiseb%C3%BCro","Substantiv","neutr.","das","0"
"Reiseführer","https://www.dwds.de/wb/Reisef%C3%BChrer","Substantiv","mask.","der","0"
"reisen","https://www.dwds.de/wb/reisen","Verb","","","0"
"Reparatur","https://www.dwds.de/wb/Reparatur","Substantiv","fem.","die","0"
"reparieren","https://www.dwds.de/wb/reparieren","Verb","","","0"
"Restaurant","https://www.dwds.de/wb/Restaurant","Substantiv","neutr.","das","0"
"Rezeption","https://www.dwds.de/wb/Rezeption","Substantiv","fem.","die","0"
"richtig","https://www.dwds.de/wb/richtig","Adjektiv","","","0"
"riechen","https://www.dwds.de/wb/riechen","Verb","","","0"
"rot","https://www.dwds.de/wb/rot","Adjektiv","","","0"
"ruhig","https://www.dwds.de/wb/ruhig","Adjektiv","","","0"
"S-Bahn","https://www.dwds.de/wb/S-Bahn","Substantiv","fem.","die","0"
"Saft","https://www.dwds.de/wb/Saft","Substantiv","mask.","der","0"
"sagen","https://www.dwds.de/wb/sagen","Verb","","","0"
"Salat","https://www.dwds.de/wb/Salat","Substantiv","mask.","der","0"
"Salz","https://www.dwds.de/wb/Salz","Substantiv","neutr.","das","0"
"Samstag","https://www.dwds.de/wb/Samstag","Substantiv","mask.","der","0"
"Satz","https://www.dwds.de/wb/Satz","Substantiv","mask.","der","0"
"scheinen","https://www.dwds.de/wb/scheinen","Verb","","","0"
"schicken","https://www.dwds.de/wb/schicken#1","Verb","","","0"
"Schild","https://www.dwds.de/wb/Schild#1","Substantiv","neutr.","das","0"
"Schinken","https://www.dwds.de/wb/Schinken","Substantiv","mask.","der","0"
"schlafen","https://www.dwds.de/wb/schlafen","Verb","","","0"
"schlecht","https://www.dwds.de/wb/schlecht","Adjektiv","","","0"
"schließen","https://www.dwds.de/wb/schlie%C3%9Fen","Verb","","","0"
"Schluss","https://www.dwds.de/wb/Schluss","Substantiv","mask.","der","0"
"Schlüssel","https://www.dwds.de/wb/Schl%C3%BCssel","Substantiv","mask.","der","0"
"schmecken","https://www.dwds.de/wb/schmecken","Verb","","","0"
"schnell","https://www.dwds.de/wb/schnell","Adjektiv","","","0"
"schon","https://www.dwds.de/wb/schon","Adverb","","","0"
"Schrank","https://www.dwds.de/wb/Schrank","Substantiv","mask.","der","0"
"schreiben","https://www.dwds.de/wb/schreiben","Verb","","","0"
"Schuh","https://www.dwds.de/wb/Schuh","Substantiv","mask.","der","0"
"Schule","https://www.dwds.de/wb/Schule","Substantiv","fem.","die","0"
"schwarz","https://www.dwds.de/wb/schwarz","Adjektiv","","","0"
"schwer","https://www.dwds.de/wb/schwer","Adjektiv","","","0"
"Schwester","https://www.dwds.de/wb/Schwester","Substantiv","fem.","die","0"
"Schwimmbad","https://www.dwds.de/wb/Schwimmbad","Substantiv","neutr.","das","0"
"schwimmen","https://www.dwds.de/wb/schwimmen","Verb","","","0"
"schön","https://www.dwds.de/wb/sch%C3%B6n","Adjektiv","","","0"
"Schüler","https://www.dwds.de/wb/Sch%C3%BCler","Substantiv","mask.","der","0"
"sechs","https://www.dwds.de/wb/sechs","Kardinalzahl","","","0"
"sechzehn","https://www.dwds.de/wb/sechzehn","Kardinalzahl","","","0"
"sechzig","https://www.dwds.de/wb/sechzig","Kardinalzahl","","","0"
"See","https://www.dwds.de/wb/See#1","Substantiv","mask.","der","0"
"sehen","https://www.dwds.de/wb/sehen","Verb","","","0"
"Sehenswürdigkeit","https://www.dwds.de/wb/Sehensw%C3%BCrdigkeit","Substantiv","fem.","die","0"
"sehr","https://www.dwds.de/wb/sehr","Adverb","","","0"
"sein","https://www.dwds.de/wb/sein#1","Possessivpronomen","","","0"
"sein","https://www.dwds.de/wb/sein#3","Verb","","","0"
"seit","https://www.dwds.de/wb/seit","","","","0"
"Sekunde","https://www.dwds.de/wb/Sekunde","Substantiv","fem.","die","0"
"selbstständig","https://www.dwds.de/wb/selbstst%C3%A4ndig","Adjektiv","","","0"
"selbständig","https://www.dwds.de/wb/selbst%C3%A4ndig","Adjektiv","","","0"
"September","https://www.dwds.de/wb/September","Substantiv","mask.","der","0"
"sich","https://www.dwds.de/wb/sich","Reflexivpronomen","","","0"
"Sie","https://www.dwds.de/wb/Sie","Personalpronomen","","","0"
"sie","https://www.dwds.de/wb/sie","Personalpronomen","","","0"
"sieben","https://www.dwds.de/wb/sieben#2","Kardinalzahl","","","0"
"siebenzig","https://www.dwds.de/wb/siebenzig","Kardinalzahl","","","0"
"siebzehn","https://www.dwds.de/wb/siebzehn","Kardinalzahl","","","0"
"siebzig","https://www.dwds.de/wb/siebzig","Kardinalzahl","","","0"
"sitzen","https://www.dwds.de/wb/sitzen","Verb","","","0"
"so","https://www.dwds.de/wb/so","","","","0"
"Sofa","https://www.dwds.de/wb/Sofa","Substantiv","neutr.","das","0"
"sofort","https://www.dwds.de/wb/sofort","Adverb","","","0"
"Sohn","https://www.dwds.de/wb/Sohn","Substantiv","mask.","der","0"
"sollen","https://www.dwds.de/wb/sollen","Verb","","","0"
"Sommer","https://www.dwds.de/wb/Sommer","Substantiv","mask.","der","0"
"Sonnabend","https://www.dwds.de/wb/Sonnabend","Substantiv","mask.","der","0"
"Sonne","https://www.dwds.de/wb/Sonne","Substantiv","fem.","die","0"
"Sonntag","https://www.dwds.de/wb/Sonntag","Substantiv","mask.","der","0"
"Speisekarte","https://www.dwds.de/wb/Speisekarte","Substantiv","fem.","die","0"
"Speisenkarte","https://www.dwds.de/wb/Speisenkarte","Substantiv","fem.","die","0"
"spielen","https://www.dwds.de/wb/spielen","Verb","","","0"
"Sport","https://www.dwds.de/wb/Sport","Substantiv","mask.","der","0"
"Sprache","https://www.dwds.de/wb/Sprache","Substantiv","fem.","die","0"
"sprechen","https://www.dwds.de/wb/sprechen","Verb","","","0"
"spät","https://www.dwds.de/wb/sp%C3%A4t","Adjektiv","","","0"
"später","https://www.dwds.de/wb/sp%C3%A4ter","Adjektiv","","","0"
"st","https://www.dwds.de/wb/st#2","Symbol","","","0"
"Stadt","https://www.dwds.de/wb/Stadt","Substantiv","fem.","die","0"
"stehen","https://www.dwds.de/wb/stehen","Verb","","","0"
"Stelle","https://www.dwds.de/wb/Stelle","Substantiv","fem.","die","0"
"stellen","https://www.dwds.de/wb/stellen","Verb","","","0"
"Stock","https://www.dwds.de/wb/Stock#2","Substantiv","mask.","der","0"
"Straße","https://www.dwds.de/wb/Stra%C3%9Fe","Substantiv","fem.","die","0"
"Straßenbahn","https://www.dwds.de/wb/Stra%C3%9Fenbahn","Substantiv","fem.","die","0"
"Student","https://www.dwds.de/wb/Student","Substantiv","mask.","der","0"
"studieren","https://www.dwds.de/wb/studieren","Verb","","","0"
"Studium","https://www.dwds.de/wb/Studium","Substantiv","neutr.","das","0"
"Stunde","https://www.dwds.de/wb/Stunde","Substantiv","fem.","die","0"
"suchen","https://www.dwds.de/wb/suchen","Verb","","","0"
"Süden","https://www.dwds.de/wb/S%C3%BCden","Substantiv","mask.","der","0"
"Tag","https://www.dwds.de/wb/Tag#1","Substantiv","mask.","der","0"
"tanzen","https://www.dwds.de/wb/tanzen","Verb","","","0"
"Tasche","https://www.dwds.de/wb/Tasche","Substantiv","fem.","die","0"
"tausend","https://www.dwds.de/wb/tausend","Kardinalzahl","","","0"
"Taxi","https://www.dwds.de/wb/Taxi","Substantiv","neutr., mask.","das","0"
"Tee","https://www.dwds.de/wb/Tee#1","Substantiv","mask.","der","0"
"Teil","https://www.dwds.de/wb/Teil","Substantiv","mask., neutr.","der, das","0"
"Telefon","https://www.dwds.de/wb/Telefon","Substantiv","neutr.","das","0"
"telefonieren","https://www.dwds.de/wb/telefonieren","Verb","","","0"
"Termin","https://www.dwds.de/wb/Termin","Substantiv","mask.","der","0"
"Test","https://www.dwds.de/wb/Test","Substantiv","mask.","der","0"
"teuer","https://www.dwds.de/wb/teuer","Adjektiv","","","0"
"Text","https://www.dwds.de/wb/Text","Substantiv","mask.","der","0"
"Thema","https://www.dwds.de/wb/Thema","Substantiv","neutr.","das","0"
"Ticket","https://www.dwds.de/wb/Ticket","Substantiv","neutr.","das","0"
"Tisch","https://www.dwds.de/wb/Tisch","Substantiv","mask.","der","0"
"Tochter","https://www.dwds.de/wb/Tochter","Substantiv","fem.","die","0"
"Toilette","https://www.dwds.de/wb/Toilette","Substantiv","fem.","die","0"
"Tomate","https://www.dwds.de/wb/Tomate","Substantiv","fem.","die","0"
"tot","https://www.dwds.de/wb/tot","Adjektiv","","","0"
"treffen","https://www.dwds.de/wb/treffen","Verb","","","0"
"Treppe","https://www.dwds.de/wb/Treppe","Substantiv","fem.","die","0"
"trinken","https://www.dwds.de/wb/trinken","Verb","","","0"
"tun","https://www.dwds.de/wb/tun","Verb","","","0"
"Uhr","https://www.dwds.de/wb/Uhr","Substantiv","fem.","die","0"
"um","https://www.dwds.de/wb/um#1","Präposition","","","0"
"umziehen","https://www.dwds.de/wb/umziehen","Verb","","","0"
"und","https://www.dwds.de/wb/und","Konjunktion","","","0"
"unser","https://www.dwds.de/wb/unser#1","Possessivpronomen","","","0"
"unten","https://www.dwds.de/wb/unten","Adverb","","","0"
"unter","https://www.dwds.de/wb/unter#1","Präposition","","","0"
"Unterricht","https://www.dwds.de/wb/Unterricht","Substantiv","mask.","der","0"
"unterschreiben","https://www.dwds.de/wb/unterschreiben","Verb","","","0"
"Unterschrift","https://www.dwds.de/wb/Unterschrift","Substantiv","fem.","die","0"
"Urlaub","https://www.dwds.de/wb/Urlaub","Substantiv","mask.","der","0"
"Vater","https://www.dwds.de/wb/Vater","Substantiv","mask.","der","0"
"verboten","https://www.dwds.de/wb/verboten","partizipiales Adjektiv","","","0"
"verdienen","https://www.dwds.de/wb/verdienen","Verb","","","0"
"Verein","https://www.dwds.de/wb/Verein","Substantiv","mask.","der","0"
"verkaufen","https://www.dwds.de/wb/verkaufen","Verb","","","0"
"Verkäufer","https://www.dwds.de/wb/Verk%C3%A4ufer","Substantiv","mask.","der","0"
"vermieten","https://www.dwds.de/wb/vermieten","Verb","","","0"
"Vermieter","https://www.dwds.de/wb/Vermieter","Substantiv","mask.","der","0"
"verstehen","https://www.dwds.de/wb/verstehen#1","Verb","","","0"
"Verwandte","https://www.dwds.de/wb/Verwandte","Substantiv","fem., mask.","die, der","0"
"viel","https://www.dwds.de/wb/viel","Adjektiv","","","0"
"vielleicht","https://www.dwds.de/wb/vielleicht","Adverb","","","0"
"vier","https://www.dwds.de/wb/vier","Kardinalzahl","","","0"
"vierte","https://www.dwds.de/wb/vierte","Ordinalzahl","","","0"
